1:15069 25873 2248 10027 18737 12552 18766 10324
0:15542 19754 4710 15833 14108 22889 523 12841
0:715 19268 7584 17275 17036 23540 16694 21508
0:3905 5982 851 1888 24142 11936 16512 23113
0:17487 97 21170 24377 12079 24427 22233 12219
0:17500 18532 8257 10627 2248 17071 7120 4196
0:23849 19590 11530 7584 17487 2943 4805 19754
0:22233 1973 714 13130 2571 8257 21637 25096
0:8217 16260 8648 19633 11314 19229 6914 18541
0:9222 24431 12099 25418 6774 10117 9495 22790
0:2571 5513 8257 19754 15069 14108 22516 15542
0:24983 13389 22889 8865 15833 15053 18981 4710
0:12552 16175 25555 8865 19214 23836 15053 17107
0:15053 16914 8865 17699 22889 4754 16333 23540
0:8257 2248 6226 24639 21710 19590 18440 21076
0:2571 16793 15407 21710 25181 22889 15564 18532
0:22889 5338 17487 22516 5513 5982 9495 16914
0:13881 24142 10324 19110 21827 22854 12614 18571
0:193 13389 3265 15137 23836 22119 23608 9368
0:8576 14504 22094 16557 8331 22516 5891 2581
1:8419 12922 1823 19633 1121 11574 15407 17710
0:16413 17036 19470 8648 21086 23113 1888 7584
0:16125 21086 21130 3898 19633 20654 10669 8628
0:25873 13599 17487 5165 8257 11021 8865 16793
0:18541 5788 21086 9431 21710 24456 17487 14681
0:2533 17487 6916 25873 5079 7364 24427 16793
0:17036 8257 22516 11503 13036 8865 51 16694
0:16125 19633 1506 9567 17924 15894 21076 6198
0:15407 24939 3989 2571 19633 20307 18532 10800
0:17487 3958 21073 16793 10942 19248 715 24431
0:16175 25555 15069 17487 10296 4055 17348 22119
0:16694 2248 23337 22889 12100 19959 11574 12079
0:17487 21170 22889 16719 16876 4805 12219 17848
0:13599 11022 16694 21206 19345 1304 24501 3335
0:15615 3690 19865 6071 865 11718 24870 8982
0:2571 16793 21710 13036 15407 25873 22889 18440
0:400 3907 20593 24377 19590 19659 17382 16793
0:273 1888 19092 10809 3905 8648 3131 9576
0:2571 25958 10627 21710 23242 714 4545 24427
0:23540 23507 16793 6205 1888 7732 8648 15053
0:1905 9357 5977 9222 24431 21073 15069 19092
0:17487 9357 8865 20823 24639 5891 6181 15053
0:22516 12025 13331 2571 19590 18541 16557 20043
0:10324 24142 23058 138 18524 15280 11936 15791
0:10304 523 10994 18328 9571 21073 21183 715
0:22889 5558 4754 9571 4394 15833 17710 2248
0:18532 17036 3898 23419 7120 19111 25873 24553
3:16694 19633 2571 12872 715 9567 2674 2083
1:16793 25873 7584 23947 4839 3131 322 3566
0:25015 23540 2248 4196 15069 12552 4055 16175
0:11296 15094 20064 7874 18328 14227 7731 20654
0:15069 19111 17239 6226 265 7209 10513 20468
0:23832 9599 9063 15949 18571 16203 18116 11844
0:20468 2248 16496 21147 267 20654 265 15053
0:16793 8257 7584 4839 3084 138 15833 1506
0:2248 4545 11530 10950 24554 17036 1012 8257
0:22027 10669 21710 714 4196 19774 24456 11953
0:19590 16793 8628 400 3958 21710 2674 10627
0:25664 2581 1304 13599 15054 8331 8576 523
0:3704 2571 10627 18541 2083 9778 21710 24882
0:25873 17036 2248 3566 15137 7120 25652 13036
0:2248 8257 5513 6226 17487 22119 18160 17539
0:13599 8628 11530 2671 2248 5273 24561 2571
0:17036 14227 25181 6914 1414 19824 1586 14681
0:23337 22388 12025 16719 18033 23405 11008 18328
0:3476 13599 19345 7584 10779 19633 18532 13926
0:6916 13599 5273 18328 13389 20593 13578 11022
0:17487 15053 19633 17710 18541 20694 8648 24398
0:3989 21710 15407 17293 20043 24090 21076 3958
0:22889 19092 17487 8257 11008 2248 21681 8628
0:24456 5582 22889 12552 6226 3907 20884 11175
0:10990 16557 22516 11314 17906 16008 14504 25217
0:15615 2571 4839 17036 322 7584 14681 14227
1:7584 16793 3476 11008 2005 24554 15053 24561
0:12025 22388 12112 23337 11008 16557 2943 20043
0:16694 16793 6705 4754 4839 13858 1586 2671
0:629 19229 7120 24456 16125 10011 21486 20307
0:16793 13926 4839 12552 25873 1926 11021 17107
0:21827 2674 15094 14498 22854 19754 21673 25707
0:18328 23337 22388 4080 9511 15094 3898 8628
0:20043 4754 17107 17036 21508 1275 19865 10011
0:12922 19633 15094 8419 2674 11574 6270 6175
0:5601 24142 10324 18630 15069 5777 11936 3131
0:22889 16694 25873 23419 16900 19824 15143 5338
0:4936 6916 24553 4560 21998 6205 2671 5129
0:24398 20694 17710 21170 23055 17487 384 16876
0:2571 13130 22233 16583 3704 714 25096 8257
0:21710 23507 17275 16793 22889 17487 21076 24764
0:22233 12219 13130 2571 714 27 17748 9431
0:22939 10627 5788 15615 23405 12112 23337 9664
0:16793 13599 25873 4839 20951 16557 3958 10027
0:10942 16694 17036 6092 9535 18532 21073 21637
0:7120 2248 8628 8257 17487 21710 3898 4080
0:21644 8865 21073 18033 4754 25707 3898 23113
0:24013 22695 1423 16175 25555 7120 19111 17487
0:20593 24553 13578 400 18328 4936 1414 17105
0:25873 17487 2671 18500 9495 6916 22889 8628
0:2248 11004 16408 15296 17856 5129 16496 16694
0:24128 19754 16793 11314 5223 18541 2571 9567
0:19774 2571 20307 24456 14108 22027 400 3989
0:23383 2248 12552 400 6226 4196 10011 15894
0:11510 7874 22854 18500 9571 12189 24456 9495
0:22516 19865 9222 11934 2336 17229 15615 17036
0:8865 10779 20823 5649 2531 17036 51 9547
0:19633 7584 22388 23337 12025 3281 9567 12922
0:1888 13599 17616 15829 20710 21130 8257 2320
0:2581 8576 8331 523 25424 24142 25664 15791
0:15407 1275 19633 16793 3958 10627 14842 9778
0:7584 17710 19633 20593 21508 322 11936 25485
0:16793 16941 22516 4839 22889 3907 13036 10324
0:5788 2531 15407 4545 19590 17710 1918 15339
0:22889 17487 21710 15069 16793 5788 7444 10027
0:12025 19501 25873 1121 19633 16125 2674 17616
0:23337 10156 22388 12112 18033 4080 11008 14153
0:16496 6226 16694 265 267 15296 20823 21711
0:3135 19865 15615 17487 3690 6092 17549 6071
0:3958 13599 5273 8407 21710 21076 24501 21485
1:6389 16413 10950 24377 400 6181 11867 24142
0:16694 17036 715 6705 5129 5550 9599 9853
0:17036 22889 16694 22516 15143 6205 24090 20043
1:21765 23242 10950 25958 17487 22889 19590 3907
0:2581 12982 24427 16413 8331 8576 23336 8648
0:9571 19590 18440 23242 21073 5892 13389 22889
0:19590 715 20043 19633 21710 3907 16793 3989
0:16793 7584 2248 4839 4754 19229 4196 20474
0:15407 400 23608 10011 10324 16793 19844 5977
0:23507 1121 19633 12922 17699 21076 16793 17710
0:17487 24398 7652 17710 20694 19959 22027 138
0:17239 7444 15069 23058 20307 18737 267 2872
0:8628 7584 12025 11530 24882 19751 10627 9664
0:13036 17036 17188 22516 51 10467 21797 9547
0:2671 23646 19111 22119 6916 13389 10994 22233
0:18532 14269 4196 10942 25103 9357 16413 23383
0:13599 18328 9357 4055 16175 25555 1888 8865
0:2671 15407 4754 16793 10994 322 19360 10304
0:19111 24554 21508 15053 7732 7209 20654 10950
0:12025 22388 18328 5440 4560 23952 13130 18033
0:6175 19633 12922 11021 3871 21130 265 5165
0:18541 16793 2571 13599 25181 22889 24501 4839
0:16793 3958 13341 5331 10324 15407 13389 5273
0:8257 25873 8865 12552 15053 17788 11530 19360
0:22854 21827 12219 16413 23540 15094 7874 23507
0:15615 6071 3690 19865 865 15628 8982 11718
0:18440 2571 24561 11314 17105 7120 25181 400
0:15053 24427 5165 24553 19111 18532 9222 6700
0:16793 9571 19590 24456 12541 21073 4839 23507
0:5240 1823 9599 9063 22233 18116 9853 13130
0:25418 9222 24431 12099 9495 6774 22790 6916
0:11953 23113 7421 25424 2581 16482 715 6282
0:8648 17487 17107 24639 24427 9778 15796 24431
1:16694 2571 3131 17710 19959 19590 10011 11936
1:6181 13467 25103 2219 15453 20823 25485 13129
0:22516 16557 11314 17906 13278 10990 14504 18558
0:11358 12550 3131 3704 12607 10296 9778 10011
0:16900 10143 15143 19824 2248 21212 16694 4936
0:16694 17036 715 6705 5129 5550 9599 9853
0:9660 19092 12552 15069 2571 25873 5165 3989
0:2571 25873 7356 10627 9778 8325 16408 715
0:24142 13599 19754 15280 17699 11936 6916 18571
0:19345 7584 24554 10779 16793 19590 19633 17036
0:16793 18541 13599 10669 4839 23925 12098 21710
3:13130 2571 22233 27 13808 714 24401 12219
2:25873 14225 19633 12922 22889 18532 5582 11021
1:23540 17275 10324 16175 25555 4710 4545 11257
0:8865 10779 20823 5649 2531 17036 51 9547
0:16793 24377 2571 15053 10942 10027 25217 24427
0:856 3704 8407 24764 18253 2674 17107 5331
1:17487 13599 25968 20654 25873 2248 1423 7209
0:20043 19590 97 23260 7732 12025 12112 16951
0:15407 18328 10627 5273 13389 25825 4196 9222
0:2248 4196 7731 19959 6226 1506 4754 19360
0:24142 23058 10324 23676 138 15791 15280 5777
0:9222 24431 6774 25418 10117 12099 22903 1423
0:4936 24553 4394 265 849 12189 20593 9571
0:9567 19633 715 17710 12922 16125 1121 19229
0:16694 20823 8820 9547 390 5649 20202 22522
0:20115 20823 4754 16694 5982 19092 22889 8257
0:17487 21170 20823 17239 1888 4560 25958 6205
0:17710 15094 1888 24398 17239 2571 22027 267
0:7584 3476 16719 18532 19865 11008 2762 11825
0:11817 14700 4936 15137 20884 5513 10296 13599
0:17487 16175 25555 21486 21710 7120 17239 2571
0:19633 16793 7584 10942 9567 4839 25181 16694
0:9357 8628 25225 23990 4080 97 10994 6226
0:9599 23869 9063 18116 15949 16203 5240 25217
0:19092 13467 13129 10627 4196 12007 6181 15453
0:25664 21086 17275 523 5788 23608 22027 24142
1:16719 4453 11008 138 15053 6181 18532 7874
1:13599 10332 12219 23058 13130 9431 22233 25096
1:22516 10942 19533 12219 8257 16557 11314 16008
0:16793 2248 4839 18440 6916 7584 22889 2316
0:5697 22119 20043 13129 23947 6226 3989 19092
0:9222 19229 19633 24431 12922 16125 12099 9567
0:20654 4545 7209 7120 24554 19111 7731 23242
0:2248 20654 7731 15094 23641 4196 20064 7874
0:17382 17487 400 3301 22889 6205 19659 17036
0:9368 193 24427 8648 9222 13926 19092 12552
0:19590 9778 10627 9416 13292 25181 455 2642
0:13599 3476 17105 25873 16793 6916 14108 24128
0:5788 19111 21710 22516 15796 21170 10990 17216
1:16694 25873 15407 12100 25825 23337 24561 22889
0:4055 24639 16175 25555 20823 6181 25958 18532
0:11281 19590 3704 23990 856 20043 8407 5788
0:715 16694 7874 6705 20337 5550 16349 8648
0:15796 9778 5788 21508 16408 22516 2478 16557
0:22027 17487 5788 19111 1888 20654 21086 849
0:12219 13130 17487 22233 714 27 5259 2571
0:7732 17036 14227 22889 4754 24554 11296 16914
0:22889 8257 16175 25555 17616 19754 20654 15053
0:19633 12922 21130 8419 15894 1823 11574 6205
0:8257 15829 4196 2248 18532 19111 17539 17105
0:21170 8182 17710 24398 17487 16351 11022 138
0:17036 715 16694 8648 7584 10779 2571 19633
0:20089 3898 21086 8325 3989 20043 17275 15833
0:18532 6226 1012 19111 20064 7732 20660 10950
0:9014 1506 4754 19633 21076 2674 2671 17710
0:13467 8257 265 4936 3016 19590 15833 7584
0:8628 19590 23242 8257 9571 16975 16694 23990
0:24427 23507 9222 2478 3882 24377 13129 1022
0:18968 12025 8648 2943 22388 16512 11008 7732
0:2248 4196 2571 10627 12025 19659 25225 24882
0:19590 9778 9495 2936 10011 400 8865 9160
0:4550 17036 5513 24377 16951 14227 5165 6205
1:16793 24456 4839 19229 3897 7584 12098 11825
0:16694 23337 7584 17848 8257 19754 17036 22388
0:4936 24553 4394 265 849 12189 20593 9571
0:10942 15053 18737 18532 23507 15069 11825 24377
0:2679 8865 12079 8257 4710 18184 22027 22889
1:1888 19254 4055 10011 11936 5777 10324 6181
0:8648 25873 22889 3008 21710 19818 3989 4196
0:24142 23058 10324 23676 138 15791 15280 5777
0:21637 16793 10942 21073 6092 715 9535 8576
0:2248 8257 12025 4196 8971 19501 23114 7120
1:15280 24142 10324 23058 13599 138 11936 12007
0:2660 19633 21076 6270 15407 12922 19959 4754
0:17487 15053 1888 8865 5986 11257 16914 18134
0:16793 4839 7584 19345 21508 10011 25664 715
0:10627 5513 19590 22233 8257 23337 12219 25096
0:13599 25664 1304 19345 11022 2478 2581 15054
1:25825 23337 400 15407 22889 13578 24561 13389
0:17616 20710 1506 17924 2320 22889 21130 16125
0:20238 24553 20654 25103 8648 19633 20593 6705
0:9222 19303 15407 1506 10779 24427 523 11257
0:9222 24431 1463 25418 22516 6181 12099 6774
0:21147 16694 6916 18440 20468 6705 5129 16408
0:5788 22233 1022 20593 18328 24639 18440 12025
0:16413 2581 25181 19633 8331 7584 8217 16260
0:523 2581 8331 25675 25664 24142 21073 16413
0:15094 21086 10669 21827 7874 3898 22854 25707
0:21673 12219 18328 390 21827 19590 10467 5259
0:18328 18583 15069 8628 23058 4080 4055 10304
0:17036 18532 14227 19111 7732 10950 3898 4545
0:17487 1888 24398 4055 5440 16175 25555 2571
0:17036 24553 20654 20593 24554 193 10950 24427
0:267 16496 6226 265 24116 5129 2248 24377
0:3237 19633 20202 5513 9778 6914 8166 24879
0:15053 8865 17487 5165 14227 23646 4545 7209
1:3131 5808 25873 3907 10337 21170 17105 19754
0:12079 17487 11825 17216 10779 10942 22889 15053
0:24554 7732 19111 13226 6226 22867 13341 16951
0:16694 17036 715 6705 5129 5550 9599 9853
0:21827 17449 25707 2581 24398 22854 15542 16482
1:15184 24398 20593 20694 21797 16351 17710 20654
0:16975 19590 8628 9571 1905 3907 13389 23990
0:2248 4196 7731 15053 7874 20654 4545 7120
0:16793 25873 4839 7584 23507 322 19229 23925
0:16694 17036 15739 22516 3301 2531 9547 5550
0:19590 9778 10627 25873 3704 12550 2083 2248
0:16771 14289 16846 13599 14760 193 9285 15258
0:7584 16793 4839 10568 23925 16413 19229 19470
0:2248 8257 2571 4196 10779 22516 11530 17857
0:24398 20694 17710 21170 23055 17487 384 16876
0:715 16694 19590 1506 7731 17071 7874 19740
0:16408 25664 6916 18440 13926 10627 2671 1275
0:8865 24427 24377 9222 6092 21073 12079 15053
0:17487 19659 1506 16694 20202 15094 3281 400
0:1888 24478 21086 16719 16914 15053 24561 18033
2:9222 24431 12099 25418 6774 10117 9495 22790
1:23337 22388 12025 16719 18033 23405 11008 18328
0:16175 25555 5440 12219 25958 16951 2571 24427
0:14227 22889 18328 15053 4545 18440 17216 21710
0:9853 1823 16694 9063 9599 3625 5240 10546
0:17487 16694 4196 21827 15094 23055 17906 24456
0:19487 17487 3704 2571 9431 13130 714 12841
0:2248 8865 22889 22119 18033 4196 5649 10627
0:5513 22889 24879 15833 14108 8257 9576 23337
0:16793 4839 193 12552 13660 13926 1919 1926
0:17710 24398 19633 10337 21170 9567 15407 4394
0:6071 15615 10823 16694 1823 9853 3625 24870
1:8865 10627 715 17036 10779 9357 5273 16694
0:18134 17487 24639 15053 19590 8257 1022 13551
0:18328 23337 19590 19487 18033 3262 9431 4710
0:19111 22027 20654 10669 18766 7731 265 8820
0:9853 1586 1823 19633 3625 11574 9063 22889
0:16986 13599 11022 24501 22566 9510 6226 18500
0:15734 24553 16512 19959 5165 14227 13879 6914
0:2571 17710 12219 9431 24431 17348 3704 1905
0:16793 25873 4839 2671 13599 23925 24128 22889
0:25873 2248 17036 7584 24554 18532 8257 7120
0:16694 21637 400 20202 2581 16793 1370 3131
0:17536 15143 6071 2581 23113 8331 16175 25555
0:8353 19590 13926 11530 9571 12541 16719 7584
0:18737 15069 138 10324 21170 12614 17239 9222
0:12098 10669 5582 3898 18532 11745 6914 18440
0:24639 17487 24427 24377 10950 1022 16557 15053
0:17036 16694 11503 51 13036 5550 8865 21797
0:1888 23113 2571 16512 8865 9981 16557 10296
0:24142 2581 15791 13784 21073 523 8331 8576
0:24090 25873 15407 15069 6205 23337 10627 14108
0:16793 2571 7584 2248 4839 3476 24128 20593
0:9571 19590 18440 23242 21073 5892 13389 22889
0:15053 1919 21170 12219 19214 12512 16351 23836
0:19633 7584 715 6282 6175 20710 6270 2571
0:18532 25873 19633 21073 19111 20064 15407 6181
0:25418 9222 24431 12099 9495 6774 22790 6916
0:16793 2248 5788 4196 8628 13292 19590 5331
0:16793 13599 4839 18541 2571 21076 3866 25181
0:13599 25181 2571 11022 24456 24501 16793 4839
0:21170 17036 19229 11314 16694 20593 10994 25485
0:13467 22233 6181 714 25485 265 2219 13129
1:21673 12219 18328 390 21827 19590 10467 5259
0:16793 13389 10942 23990 25940 5273 3958 1905
0:9495 9222 25418 22889 24431 12099 22790 6916
0:25268 3084 3907 2658 22027 19111 6270 24013
0:17487 2809 1423 2248 22889 15094 3084 7209
0:8865 23313 16793 18543 16175 25555 24882 8217
0:16793 8257 20654 22889 1704 10950 2248 23695
0:21710 1506 7120 19229 19111 24456 20043 10324
0:18541 12025 7584 25664 11008 23337 15228 18033
0:7874 715 5550 15094 15137 8648 6705 6181
0:14504 22516 16557 11314 10990 17906 18558 16008
0:21069 9495 4936 21710 7820 4710 19959 19590
0:13599 4936 18541 10027 24431 9357 23608 10627
0:25001 22889 9511 19092 23925 21681 23313 16793
0:4080 4710 22388 23337 12025 4560 18583 5788
1:24128 21170 17487 25873 16876 16719 10669 16351
0:2658 16557 22516 11314 10942 14504 18558 16008
0:18541 24090 3866 24882 23460 2571 25181 9510
0:23920 2674 19633 12922 11021 25215 6270 1823
0:13858 20823 25873 4754 16496 6092 25485 6181
0:16175 25555 20823 16496 13389 4710 20468 17239
0:17487 22027 2248 5788 4196 17819 21076 4754
0:12219 4055 2316 10296 15069 9222 16793 19303
0:9599 9063 15949 25217 16694 1823 5240 23832
0:8648 13341 11995 7584 13331 24554 19590 23608
0:21073 16793 23507 9778 3704 25664 3958 19590
0:9571 20593 11530 2533 22233 2248 13926 13599
0:2571 10947 2248 21076 12025 9431 11867 25096
0:16175 25555 20823 25027 23540 12552 2059 510
0:15407 10627 20043 20593 3958 24456 14108 25181
1:22889 25873 18532 14227 13879 25485 23419 15094
0:17036 13226 2248 8648 7584 3897 7732 22516
1:22889 11008 16125 18583 4196 8257 1704 21710
0:12112 12025 7584 11008 22889 23337 20043 2762
0:8257 17487 8865 19633 4754 6270 23313 19345
0:9222 11265 24431 12099 6774 10117 5273 23695
0:10107 22614 23313 10942 1012 8628 3566 22790
0:8648 17487 715 13926 21508 24882 24639 17107
0:19659 400 3989 19754 11995 6092 3301 17382
0:17487 5756 714 13130 12100 10990 12079 355
0:6071 15615 9601 3690 19865 865 17674 24870
0:8865 18184 17239 1888 15053 6205 6092 23836
0:23058 10324 24142 138 7444 11936 15791 15280
0:10374 16408 3704 5788 10627 12550 24764 25215
0:13599 14836 17487 2248 16986 18500 6226 2671
0:9599 9063 18116 25217 16694 5240 18374 23832
0:16793 4839 265 18440 15069 2316 21710 16771
0:2248 4545 8257 4196 24561 16694 1586 15615
0:18440 20593 19111 14227 6916 15615 2533 16951
0:19133 1888 17105 3131 20593 8865 25873 9357
0:15407 24939 3989 2571 19633 20307 18532 10800
0:15094 21086 3898 19754 22854 7874 4545 21827
0:16694 17036 22889 11314 14227 20593 400 24456
0:17487 21710 6205 1888 3008 7444 17275 17239
0:18981 12552 3898 19959 10627 12841 11817 13879
0:13926 21170 1919 19590 14842 19111 20043 2533
0:24989 19590 8865 12552 1275 11021 5788 10942
0:10942 18532 25217 11314 9357 16625 1905 10994
0:2671 21765 5240 1506 10950 23242 5788 1704
0:19590 25181 20043 3989 7584 715 25933 19633
0:19590 8628 10627 9571 23242 9778 5273 1275
0:8648 8257 715 24554 5788 24639 21076 17107
0:5788 18532 11825 16413 21710 11530 22388 4710
0:1888 8648 8865 9981 20710 15053 23113 16793
0:9222 24431 19111 6774 22119 6226 10117 23646
0:25873 5582 17487 8865 21710 193 16846 12552
2:715 5550 23945 13465 17071 6705 16694 25103
0:11867 1012 10950 5788 8257 13129 18532 14108
0:13599 19590 16694 10669 400 9495 3476 6916
0:2293 19754 5165 22889 15407 19360 18630 15069
0:8648 17105 13599 14108 21073 18541 4936 3989
0:12079 19633 10942 17107 8865 1906 12541 10779
0:9778 19590 10627 1275 16408 12550 18374 13926
1:12219 13130 17487 22233 714 27 5259 2571
0:7732 18532 17036 25873 23836 23540 24554 2248
0:24142 23058 15069 138 22063 10324 24879 12614
0:16694 14227 17036 2248 4196 9547 22889 1586
0:13578 17487 23507 24639 11825 10324 16793 2808
0:23990 19590 1905 8628 13389 22119 3907 2674
0:25873 18532 16793 3131 7364 15069 17105 15453
0:1888 17487 20710 6071 9981 8407 21076 18541
0:13599 15228 14681 16793 25181 23990 24501 11022
0:21093 24456 322 20593 7584 23313 10669 19633
0:17036 25873 7732 1423 25968 25652 13226 22516
0:7120 4196 2248 11995 19659 23641 17710 9778
0:7584 11008 2762 12112 4839 16793 9664 7732
0:17487 4710 23337 4754 16125 227 21710 18541
0:2658 16557 22516 11314 10942 14504 18558 16008
0:22027 17487 23836 6205 1888 23608 15053 8865
0:23836 24554 7820 5788 17487 8257 11867 7209
0:9222 24431 6774 10117 5273 9495 25418 17293
0:23608 20064 17699 14681 10324 903 21086 11175
0:6923 19345 16694 23313 18184 6092 22695 20654
0:24142 2581 11537 15791 8331 25664 13599 18500
0:2248 4196 21710 8257 5788 19590 1704 21086
0:7584 22889 2762 23337 4196 2248 11008 23419
0:8628 7120 3898 10950 1704 8257 18583 10627
1:17487 13599 22027 20654 5440 16175 25555 23337
0:20710 1888 8257 17616 5788 13303 6175 23113
0:15542 19754 4710 15833 14108 22889 523 12841
0:20064 15407 18532 10011 15094 20043 6226 4754
0:19110 13881 24879 6226 15542 5513 10324 22063
0:15407 9716 16694 1506 6226 265 5129 15296
0:3084 3907 18440 19590 10669 12025 5582 5788
0:6914 11745 12098 15833 20043 24456 16512 6205
0:19590 20043 400 4754 10324 3897 8576 3084
0:16793 4839 25873 6916 2671 24128 13599 21998
0:8257 17487 21710 10950 4080 3898 25958 8628
0:9222 25418 24431 22790 12099 5273 9495 6774
0:15053 138 17487 24398 16719 16876 21170 8865
0:24398 288 21827 22854 1542 15094 9778 10669
0:15615 15483 22388 6071 3690 7584 19865 18033
1:25873 5440 25968 20593 8820 24128 16175 25555
0:25873 18532 16793 3131 7364 15069 17105 15453
0:7584 715 19345 19633 16793 7428 4839 3989
0:19590 9778 715 19844 1275 24554 4754 17036
0:25873 15069 3704 10027 22889 24882 10627 21073
0:21519 13858 16496 20823 6092 20654 25873 9535
0:17487 15053 24377 8865 24427 16413 4545 13303
0:23337 22233 25096 18033 18328 23405 4080 17036
0:1888 7584 19633 19470 10568 20043 16413 17819
0:17487 21710 21086 18541 19092 18033 5788 21681
0:2248 19590 18440 4936 265 4196 17710 7584
0:19633 18532 2674 8865 21073 11021 12872 8257
0:15053 8648 24427 24377 1888 5986 7732 8865
0:13599 18532 22193 3476 21073 5582 3989 6092
0:9222 24431 6774 10117 17293 25418 12099 9495
0:15069 16793 24427 20593 17699 5601 5129 5777
0:23337 14153 22388 18328 4710 25096 18033 10156
0:4754 8865 16021 2248 24377 25664 15053 2671
0:16125 2248 2671 18541 11008 18033 5788 17487
0:15069 15094 5165 11175 12552 12922 22889 18532
0:13599 10335 11022 2527 24501 22566 25854 22889
0:5273 9571 8628 8865 3958 4754 23242 17487
0:16793 21076 4754 2674 4839 3958 23507 5331
0:4754 17487 5977 15053 19754 16254 13389 5982
0:15069 5165 2248 15053 15094 16793 18737 18440
0:19590 12025 7874 18571 21827 11844 10669 15094
0:13599 24882 2571 11022 12025 18541 9510 13331
0:17487 8865 21681 903 2671 22889 23313 15053
0:6916 2671 21147 10950 20654 193 20468 25103
0:18532 8865 19092 6181 20823 3405 13858 13467
0:13389 22119 9222 14227 23608 523 24427 25940
0:16914 22889 7732 12025 4710 10950 15053 23337
0:22889 17487 16793 25873 2571 1888 5582 8865
0:13599 11022 15228 18086 24501 22566 25664 15796
0:16694 18328 21827 19590 18033 12219 8628 21673
0:12079 10627 6092 19659 21073 9535 3989 1275
0:2571 11530 25873 8257 15069 2248 13389 8628
0:12025 23337 17710 1888 23405 24398 2571 25225
0:23398 7584 14108 16719 3476 3871 23055 10069
0:8648 15053 24427 7874 25103 7731 15796 20654
0:24142 10011 4055 23058 15280 22119 22027 23676
0:21637 15650 400 12007 19959 19865 19754 20202
0:17487 16175 25555 25958 2527 4710 19111 23646
0:22889 5338 17487 22516 5513 5982 9495 16914
0:25873 10324 17036 11530 20064 19844 24554 15407
0:6916 13389 7874 18440 16793 2671 4545 25940
0:11008 11530 18033 8628 18532 6181 5788 1823
0:17487 21170 22889 16719 16876 4805 12219 17848
0:19590 15407 1823 19633 19959 20064 17710 12007
0:20307 2571 3907 7120 4545 22695 22889 17248
0:22735 8257 10324 23058 24142 8628 10942 10107
0:18440 18328 21073 25217 13389 6700 12098 24427
0:2320 19633 17616 18532 20064 9567 17924 10143
0:16694 2248 10779 8648 13599 8865 8257 12279
1:16951 3704 20043 13926 12550 18630 3131 21998
0:16694 97 15069 17036 5165 22516 15094 10627
0:22889 5338 17487 22516 5513 5982 9495 16914
0:23086 22233 714 21637 13467 13130 18328 21673
1:17887 715 12219 7874 22354 17487 5550 16694
1:16694 17036 22516 51 19865 3281 8257 23419
