0:3476 17487 7874 16408 6226 9431 13036 5240
1:25873 9222 4936 20043 2571 13599 25664 523
0:17487 22516 9357 24090 23058 20859 24790 23695
0:2571 8331 12219 21073 20654 23313 15833 13619
0:9510 25485 18184 20654 11503 23646 16846 11740
0:24456 24142 6916 3084 10011 19470 4873 25001
0:10990 11008 12112 19865 13389 16557 9576 22889
0:22889 19590 24398 12079 18532 2571 25873 16694
1:19754 7584 15094 7364 15542 13599 5982 10011
0:12025 16557 3131 24427 5808 9222 2671 6205
0:2671 3704 15949 16193 12079 16408 22614 22027
1:629 10011 18328 8257 7364 11574 14108 22233
1:16793 4839 6916 7584 8382 7444 25854 4754
0:21827 2674 16914 15615 23405 19959 2248 138
0:22233 18532 3704 14249 20734 1423 6226 9063
0:3989 17710 9285 17036 16793 25001 14108 21073
0:12922 10942 12552 6916 5196 5582 17036 9495
0:5601 25873 18532 24142 19111 9571 9495 6774
1:25873 22889 25103 22516 6181 10942 6092 3131
0:12079 355 8257 8325 19865 1542 22516 8141
0:24398 8257 384 22516 12079 15069 18541 5582
0:2571 15137 25873 12607 16625 17674 8628 4754
0:7584 16793 4839 15228 14504 15143 15094 18583
0:22516 17748 8628 24142 2248 523 25958 2671
0:865 22939 5165 2248 13881 19959 3237 3907
0:9222 17487 20043 16496 13599 10942 21086 4754
0:2248 13599 11022 3131 22889 19110 19590 16793
0:5165 715 25873 16408 20823 25103 25664 23608
0:21644 22889 3265 8331 24431 20654 12219 51
0:24013 22695 1888 15542 4019 20823 3131 17710
0:20593 17036 2581 6774 17906 10117 13578 8865
0:20202 4754 15791 24764 3335 10627 849 10467
0:11004 22889 1888 4394 15296 19229 21637 60
0:20043 10942 8628 1888 16694 9599 21170 7732
0:19774 15407 19754 2571 714 20307 138 6641
0:23383 22516 22889 21170 15339 16793 15069 9431
0:11510 1888 6205 18571 19590 24553 15094 7584
0:11934 2571 2658 5331 15615 10669 22889 20710
0:8865 17906 22233 11257 13036 5582 18328 24377
0:5891 13578 18184 4936 21637 17487 23836 7874
1:17487 19633 6198 23337 9222 18541 14108 4936
0:2581 22889 20593 16694 20202 8331 13537 12614
2:13467 9865 8331 12541 19345 2762 11008 12614
0:9222 7209 11503 12189 23540 17229 6226 21765
0:16941 8865 6916 15615 13578 16008 13036 7584
0:9222 4754 8628 17487 15615 2571 13036 21797
0:6226 4936 19590 715 17107 11503 13926 9416
0:19501 17710 18630 9778 16694 15791 1022 9222
0:10156 22233 19360 19092 19959 13858 9778 19633
0:16496 14094 21637 16719 24431 17487 5788 3898
0:3135 17549 20694 8576 3907 12189 12112 6181
0:9599 25485 2671 18440 20043 3335 4936 23383
0:17487 6389 6923 3386 18374 23608 1954 9063
0:16694 18500 24431 15053 16986 19959 22616 2581
1:16694 21170 19754 19633 22027 8648 17487 20202
1:21765 23242 5977 19590 18440 25424 13129 2581
0:12982 24398 13467 3704 10942 13599 11314 5788
0:9571 17487 6226 16771 5892 4055 15053 16914
0:9222 17906 10011 9853 8865 24427 18737 2527
0:7584 14180 18571 4196 19229 400 5982 22119
1:5513 25485 12112 24879 400 6916 19229 19659
0:23507 22889 13599 3131 10942 24013 10324 193
0:24398 7652 19345 8257 1888 23419 23313 13036
0:17239 22233 1423 8865 51 715 18328 2581
1:9511 25225 1423 9050 16975 22516 10942 5273
0:13036 8865 5582 3690 1736 3476 4754 5550
0:6181 19590 11314 18532 2762 13599 8331 2527
0:14269 22516 9222 523 9547 3871 17239 9664
0:6226 22027 17105 24116 1423 10296 355 21086
0:10324 4754 400 16793 10011 4839 9547 23337
0:21797 7444 12025 24431 7120 12098 25096 19110
0:16408 6774 9197 20654 10809 10117 3958 23952
0:6175 20202 12112 17275 19633 5513 9495 5165
0:8257 9063 6071 22027 9495 24142 16914 5982
0:400 9222 21073 21086 19229 11021 19590 13130
1:17487 17036 16413 1926 3704 2248 22516 15137
0:2248 18116 16914 23540 17924 17616 16486 10683
1:15628 16719 2248 13389 9222 20694 19844 2533
0:22889 9222 17907 16846 6774 10669 10117 14760
0:22516 18876 22889 523 22695 9222 10669 8285
0:7584 16793 4839 6916 15228 14180 5982 16914
1:5240 715 400 15615 14108 4545 6226 21170
0:25418 13599 21170 17487 18583 18033 16408 18981
0:16793 11953 4839 15143 25225 322 19111 19824
0:25225 17105 10942 8257 18033 9511 9431 25418
1:9567 24398 8257 8576 6226 5259 16719 11022
0:6181 25873 22889 13278 19590 5788 19345 16694
1:22516 22889 4710 5338 24553 2248 17487 15833
0:11358 8648 12607 6127 5449 17487 21478 22003
0:15143 16900 21212 17036 10143 17536 19824 25652
0:16694 18500 24431 15053 16986 19959 22616 2581
0:9660 8576 2571 11022 15069 6071 25873 21073
0:7356 1506 523 10324 9222 2571 20593 13341
0:20694 10546 7732 17216 1542 16408 21673 20450
0:17487 7584 1641 18541 6916 10779 16175 25555
0:19590 19111 12079 2571 11021 6226 17196 18925
0:13808 7209 10324 19959 5165 18669 24501 11022
4:25873 6092 9535 14225 22889 6181 13278 18669
0:23540 2248 7209 21239 2531 4936 23055 11844
0:8865 17906 22233 11257 13036 5582 18328 24377
0:10627 15791 6282 10011 193 25652 9160 21998
0:856 1542 9511 17216 21486 23313 22889 2671
0:18532 8576 15069 12025 9571 25001 2671 18541
0:20043 23260 21170 9599 25664 25873 16694 13599
0:17487 16413 24398 4754 3131 13130 8257 11296
2:13467 17487 4936 9511 3704 10627 18033 18524
0:24142 23676 15069 17036 22027 19633 2671 15143
0:22889 22903 6181 19590 17216 16694 8325 23337
0:4936 715 19555 19590 13599 9431 17487 21673
0:9567 22889 2531 6774 8576 11503 10117 17616
0:16793 4839 15094 6916 13599 10436 18639 25664
0:20115 15925 11907 16719 24431 10027 5550 3690
0:4936 16694 18184 16496 17487 19555 22522 9431
1:1823 7732 13599 15894 8648 20043 8628 3566
0:16793 4839 7584 9571 6916 15228 15053 16914
0:11817 6774 16694 10117 16719 523 4710 8331
0:16694 2571 2674 7732 5788 2581 8419 17248
0:24764 13389 16557 2248 17699 1926 11503 20734
0:25873 23055 10942 22516 17907 10809 5079 22854
0:23869 5165 23990 5582 19865 3871 13389 19360
0:21765 8628 7732 17674 24553 21827 3335 9197
0:16914 19754 10011 8257 7584 14180 4839 6916
0:4453 17487 9222 15094 10669 8257 18532 24427
0:10332 7874 6700 13926 25418 523 20043 10069
1:19533 16846 15069 17710 4754 14760 25424 2674
0:8257 17105 17036 10942 6071 9511 25217 8628
0:5697 17616 4394 10990 8257 4080 7120 17710
0:19229 4394 19754 400 15542 7584 11530 5982
0:1888 24553 3135 3907 21170 4710 3131 16557
0:3871 6226 25225 18583 17616 24398 9599 13578
0:17382 15615 22354 4394 23836 13926 23337 19754
0:193 9368 25873 15184 12099 15791 16771 12552
0:24142 6916 11257 16694 3989 19865 25001 24592
0:4754 16846 3476 11740 6916 16951 567 4080
0:19590 4936 15137 523 18033 3131 9571 16408
0:714 400 10011 22119 14108 19659 16793 6641
0:21797 5273 18630 2248 9222 9511 20694 5240
0:11281 16793 12219 18524 12099 11022 24553 13599
1:20337 16349 4936 15615 5129 3989 15053 20043
1:15796 13599 7444 6226 21086 11825 21797 3898
0:265 19590 21765 18669 22889 8628 25873 25424
0:12219 15053 22889 19111 23990 3566 15542 13467
0:19345 25225 16793 18532 25418 7584 24879 5513
0:267 2847 9495 18328 8576 6175 523 13341
0:22388 19111 15053 8084 19959 17788 16986 12079
0:22233 8865 6282 19590 17710 17239 19865 13036
0:8182 5788 13599 12189 8576 10027 5582 7874
0:12079 19865 8141 22027 23337 5165 23947 20465
0:20089 15053 13467 12219 714 22889 1888 24553
0:19590 523 11022 2571 23058 13130 6226 4754
0:9014 5273 21673 24870 2625 16512 20884 10942
0:19345 13467 17487 13465 22516 17107 3386 15078
0:8628 9222 25873 1905 15894 17674 10942 2571
0:16694 3335 24764 1022 5977 17748 1905 12922
0:18968 16719 25225 5788 5891 12219 12025 5550
0:17487 9222 15069 17036 23337 23990 16771 1704
0:17487 2936 21170 19092 138 10335 1131 20043
0:4550 15407 17487 11022 20593 12219 8419 15615
1:24142 24456 18328 16793 6916 10669 16914 7584
0:15615 10107 12099 6774 10942 18669 1012 23836
0:4936 715 19555 19590 13599 9431 17487 21673
0:6226 3704 5129 9664 2571 16496 24116 17907
0:2679 13036 6774 22854 6705 10117 19844 15069
0:19254 13578 2248 25664 6916 138 849 4754
0:9222 523 22889 10669 23836 20884 5440 20710
0:24142 23676 15069 17036 22027 19633 2671 15143
0:16694 715 8648 2674 21827 24431 3476 3958
0:22889 11265 5338 10990 4394 1888 22695 17616
0:15280 20307 12079 19590 5513 6774 2581 15094
0:2660 10324 25664 20680 4754 3704 25873 21950
0:18184 20043 523 13467 2674 265 23260 11825
0:4394 1888 13926 16175 25555 9576 22889 23540
0:16694 10779 17487 9222 3131 1641 1275 4415
0:1304 19590 9571 18532 8576 523 23925 5982
4:9222 25825 22119 13599 6641 714 4387 15407
0:17616 17924 6226 2674 20202 23058 11503 24431
0:20238 6226 10324 22233 15542 15615 8628 21486
0:13599 19303 17487 22889 24431 1823 9511 18328
0:1463 2658 1954 2674 7732 20710 7820 14960
0:21147 21170 5513 17487 12112 19865 20043 3335
0:16557 5788 21827 2571 19590 15615 6181 13292
0:18766 23641 19633 5550 18253 24142 3690 6201
0:25675 13467 25096 12219 4472 1888 23242 10337
0:15094 18571 10011 16793 9495 7584 4839 400
0:21673 3131 4936 25873 12552 16482 16771 22854
0:17487 22889 5273 7874 2719 715 5788 1888
0:8865 22233 19590 16846 15615 18524 4560 6282
0:16496 13467 1926 5891 17107 11008 4936 3898
0:13389 19111 9495 21673 4196 18981 6226 12219
0:267 8576 2847 523 22233 16974 24142 16175
1:3237 865 19959 5165 2248 12099 1012 22939
0:9495 17487 11257 18328 5582 6916 10669 24764
1:3131 5808 12025 13130 17487 10779 5550 20202
0:16793 21710 4839 19633 16021 15296 2943 22233
0:17616 15984 6181 23646 17229 20900 16694 9576
0:16694 18500 24431 15053 16986 19959 22616 2581
0:17449 16694 19865 21073 13130 8257 21147 17699
2:15184 15791 193 22119 12099 18737 20710 25958
0:16975 15069 13599 16793 4754 6226 6916 9599
0:16793 25873 16021 9222 23990 4839 18328 25181
0:6916 24456 5982 6270 851 7584 15791 14180
0:15739 21086 9778 25873 8628 11022 21827 22516
0:20043 13130 4754 19590 10627 10467 21508 15791
0:15258 14289 18524 9571 10467 18440 17487 14504
0:17487 19754 18541 13599 15069 5982 851 13130
1:9511 19633 17105 17036 15137 18541 25096 3612
1:24398 8257 384 22516 12079 15069 18541 5582
0:22889 19590 24142 13879 19754 6774 16408 10117
0:8257 9222 523 8628 10335 3335 11314 856
0:2248 2581 4196 51 17239 17906 16175 25555
0:9222 22854 6774 16793 10117 2248 12079 12219
0:24478 2671 9063 20710 11154 23608 17848 25225
0:9222 24427 8628 21086 4353 3084 20951 12025
1:23337 17036 18532 17487 6226 14108 6198 5259
0:22889 25873 23055 15137 6226 6092 18669 9535
1:18440 9495 19111 2219 9571 17487 2527 5777
1:9853 1586 9571 2248 7584 4028 3958 2674
0:9495 8648 20202 2581 3131 4055 8971 6205
0:19487 24142 20202 17710 22889 23058 16694 18541
0:3704 23540 2762 362 2531 1196 13922 5165
1:5513 21170 138 12112 24879 9599 25418 15094
0:15791 193 12552 10011 6282 13660 25652 16771
0:17710 6282 12552 21998 3265 6753 5079 1423
0:10823 903 24398 23540 23058 21170 13599 20694
2:10627 15791 21998 6282 17710 12552 1414 8407
0:18134 22233 715 9431 16557 23383 9357 25225
0:25873 18440 19590 2762 23419 15094 2248 23405
0:25664 18630 23695 4196 11022 11257 13389 4754
0:9853 1586 9571 7584 4028 2248 5550 3084
0:16986 16694 2671 19865 19590 11995 8331 8601
1:15734 24398 17710 22516 13881 2719 22854 9599
0:21765 1506 16175 25555 9222 1905 20202 17924
0:9222 15053 21797 17907 8628 23055 12219 16008
0:17487 5331 1954 18532 18033 3386 5240 6282
0:19590 23055 16408 523 17710 23540 5079 17907
0:15143 17536 16793 10143 16900 21212 17036 16719
1:10669 8353 16694 22027 23058 20202 18543 24639
0:18737 13599 15615 16793 15184 6282 6071 16719
0:12098 13599 9222 22889 2248 8419 12219 6774
0:15069 5259 25424 23337 13130 1823 24427 23242
1:17036 13389 20593 23337 24116 19633 17487 18558
0:13599 16793 11314 15094 18532 19754 10546 23540
0:13784 8257 19865 16793 7584 9571 6916 16914
0:24090 17487 19345 8865 19633 193 13036 8576
0:19633 16694 3907 13467 16583 21073 22119 15053
0:9571 17487 6226 16771 5892 4055 15053 16914
0:10942 22889 6181 12741 25873 6774 17216 12219
0:12025 7731 18374 13129 24456 2671 3084 13464
0:18532 15094 19590 13926 23337 5582 24790 97
2:25418 13599 21170 17487 18583 18033 16408 18981
1:17710 4754 15791 7120 16846 16771 15184 6753
0:16496 8628 17487 20043 18033 11093 6181 3704
0:10324 16496 20064 24431 3625 19865 23641 715
0:17616 9567 11503 2531 22889 6226 9511 17924
0:13467 17487 382 15833 6205 25103 3704 9511
0:21673 3131 4936 25873 12552 16482 16771 22854
0:17036 14227 17616 5223 7731 5196 2248 21073
1:9495 20202 18440 24142 2219 10942 19111 17487
1:25268 18033 16914 9571 24142 15228 10107 11257
0:16694 17487 2809 9222 18532 24431 22889 4754
0:16793 7731 13599 13129 8576 25485 3907 22566
0:16793 4839 11953 15143 9495 4754 10011 15829
0:10779 8257 21170 9567 23058 22889 3265 23383
0:16793 24456 24142 10324 13599 2248 2533 4839
0:7874 20064 3084 1888 5550 3476 17036 16175
0:14504 13389 19360 15258 19865 11745 18524 25940
2:21069 17216 23540 10669 7209 7330 21239 13467
0:24456 16694 11257 25181 18500 7874 6916 22233
0:25001 7584 24456 6916 24142 5982 15615 19844
0:4080 8257 20823 1888 22388 25096 18766 1423
1:24128 16860 3566 14842 20710 23990 2571 16914
0:2658 25225 1823 24431 2571 17071 24377 1012
0:6181 16694 8648 17107 25096 15949 23336 7091
0:23920 16793 22516 4839 1275 2658 10669 25215
1:13858 10324 10627 9943 9778 11530 24870 9109
0:13599 2571 5891 24142 23313 24553 17216 12219
0:16793 10627 22233 21681 14108 13465 21710 25485
0:17487 15280 9222 6774 1423 10117 18532 9571
0:9599 20043 25485 8865 9222 16413 5513 2478
0:22889 1423 6226 11936 2658 17616 8257 7444
0:23313 5891 2671 19345 17848 21076 5273 12025
0:19590 8325 23313 16496 10324 715 21637 3704
0:10947 10942 25217 2943 6066 17906 15069 16694
0:19590 24398 18033 8331 20823 19111 18532 8257
0:9576 10990 10950 10942 15453 17906 10669 17487
2:25873 22889 16793 6181 400 25103 1888 22516
0:17071 2248 7820 16408 11867 13130 20694 9547
1:16694 3131 18583 6092 4419 9535 19590 20043
0:12112 5513 21170 10990 25485 9599 20498 14498
0:6270 15228 16914 16203 14180 15407 10011 7584
0:11265 23337 20710 5165 22889 16846 9222 11825
0:10107 18033 11257 8648 1012 13292 16254 15615
0:8257 20710 25225 10669 11154 6914 16846 9576
0:19659 13389 25664 22889 9778 15069 3131 17710
0:5756 2478 1414 5440 22516 1121 11745 20654
0:6071 9601 17487 16793 11008 25873 21170 8257
0:19865 15228 10011 21710 16914 6282 5982 20064
0:23058 24431 17616 851 10950 18630 2531 97
1:22889 10374 16557 12025 9826 8325 23337 17036
1:14836 1823 8648 12552 7421 19633 1506 25485
0:2248 10293 22889 20307 16482 12025 24879 7606
0:22388 1823 25225 17487 11257 8865 19092 7444
0:22889 1423 19345 17699 2571 5338 2719 5331
0:9571 17487 7584 400 15542 16793 4839 9853
0:19133 1888 11021 17036 7421 12552 18876 17906
0:15615 24939 3989 15407 8648 5240 17382 400
0:17487 15615 6916 16694 10011 9495 24456 11257
0:18630 2248 11154 7732 13599 15615 11503 2674
1:20202 6175 1414 6282 10627 23113 8407 3135
0:18981 16694 19345 24431 25418 193 15791 16771
0:17487 17036 1919 17857 21681 24456 12189 25001
0:24989 13599 24398 8257 24431 921 9495 16694
0:16625 1905 11314 2527 17906 18328 19590 18541
0:20043 9599 5273 2571 17107 17036 18184 10950
0:20202 20710 1954 17616 17487 23405 15054 6071
0:2248 9222 3958 16771 193 14681 8628 21086
0:17487 22516 11008 16694 10669 8865 20710 5982
0:8576 6071 1823 23313 21130 8084 3898 19092
0:10669 17487 9222 22889 15791 7874 21170 6774
0:19360 8628 10950 9357 15053 13467 19590 22516
0:19590 4754 11008 17487 22889 10990 8865 10467
0:23945 23242 18328 24142 16021 786 856 8865
0:11867 18440 16719 21998 12079 9778 3135 25424
0:24142 19754 15094 19633 19092 19487 3740 15407
0:2293 13599 5129 10011 14108 15143 19229 1888
0:6774 8628 11936 21681 13599 10117 21130 1527
0:22889 22516 523 2571 4936 19633 9664 23917
0:9778 17856 3907 14669 23832 16694 9511 10011
0:12219 15053 22889 19111 23990 3566 15542 13467
0:16557 16694 19590 21170 5788 11530 5079 6226
1:22063 25707 11154 23832 9778 8257 17856 3907
0:16694 13776 20694 5649 5079 23540 24478 19111
0:21637 13578 7120 19111 19254 10324 7444 18184
0:23990 12219 3566 17036 9571 7120 3882 12025
1:25873 6092 9535 8628 6181 15407 10942 13278
0:19590 18532 17906 10942 5513 25225 9063 14227
0:19633 17036 8576 25096 18558 21485 17487 24090
0:21093 19633 22027 17699 19590 21170 13467 10669
0:15791 6226 25424 12552 19590 9981 11867 19229
0:10779 17907 18116 21130 7732 3265 20900 16408
0:7584 4545 10011 15094 25001 400 4754 11530
1:9222 8217 16260 7120 25873 5550 16771 9547
0:2658 25225 1823 24431 2571 17071 24377 1012
1:4394 1888 2478 21076 16175 25555 400 19229
0:16408 786 3704 24764 15615 4560 18524 138
0:7874 19345 3625 8576 16793 21076 12541 9547
0:14504 4754 25096 2571 16846 24592 22889 23646
0:6923 17487 6389 12025 1823 17036 15137 7731
0:11537 22889 22516 18033 16125 15949 6205 16408
0:2248 22516 9510 10942 18033 1527 19633 25096
0:9571 9495 19111 19959 9778 13881 13578 14669
0:19590 18532 18328 13599 715 6181 7874 16793
2:4754 265 19487 16175 25555 14504 17674 856
0:20710 1954 17848 2581 9222 20202 15184 12552
0:15542 19754 12219 17487 9063 24013 9778 25707
0:20064 3084 7874 17924 16914 21827 1888 21073
0:22889 19110 24553 12541 97 12550 3084 22695
0:9716 15407 15615 400 25854 3989 14108 6916
0:3084 9222 20064 7874 24456 6916 5550 15453
0:6914 15094 24431 16557 18532 24639 10337 18328
0:400 5240 17487 9222 16793 22516 14108 3084
0:3704 2531 7732 3958 15615 13926 2671 8331
0:22889 22516 4134 19590 7444 4710 6774 2248
0:22790 4936 23055 9778 21170 19555 3898 6205
0:15053 16694 12219 9571 13467 6205 15407 15615
0:13599 288 11008 6071 8576 5550 10990 3625
0:17487 15483 23055 19590 8648 11844 21673 715
1:6282 20593 17710 21710 12552 16175 25555 5129
1:25873 6092 9535 8628 6181 15407 10942 13278
0:16186 3958 18532 10819 6774 6181 15339 19844
0:16793 4839 25664 22119 25652 17275 14688 23990
1:17487 17710 15069 9511 2248 19590 4936 13599
1:21519 23313 5649 22516 7528 6092 6916 25027
0:20823 3958 1423 2674 20710 6916 15542 9222
0:13599 17036 1926 18630 25418 18033 5892 18976
0:16694 20043 18630 17107 24764 2671 11257 6092
0:22516 16408 8628 17907 13926 1905 19633 6774
0:2571 18532 19345 8576 2316 23336 16625 6914
0:20202 16694 15791 25424 3335 9495 12922 21827
0:13389 2248 19345 20654 24142 13599 25940 2571
0:22193 9576 22889 22566 19590 18583 16793 16694
0:17293 14108 5129 19590 15143 21710 24501 22388
0:715 15228 22027 2571 20694 14842 1542 7209
0:18541 24142 14153 19590 10950 24398 14108 13599
0:16793 4839 9495 10568 6270 6916 10011 10061
0:9495 16914 10011 12922 20202 6916 9571 18328
0:16175 25555 18440 21765 16021 14504 21486 2581
0:10335 7444 13599 15615 8257 4754 7584 11257
0:7874 856 17216 22889 25001 20593 20064 9778
0:17487 13599 9599 6700 10942 19590 12112 11825
0:18033 4936 8257 13467 11314 21130 19345 16793
0:22119 19754 8865 714 11825 20307 3907 14108
0:17487 9222 13467 2248 4936 9511 10627 8628
0:6916 17616 12607 18116 4196 13129 20465 5788
0:16694 8628 21170 10942 17487 12099 22354 9357
0:16694 16408 22516 4710 4754 10779 2658 25418
0:9222 23313 5891 16496 13292 2571 19111 1823
0:9222 24427 6774 1823 10117 23608 8419 14960
0:16914 21827 15228 9571 14498 17924 6916 20064
0:12552 10011 9160 11021 1414 15245 10627 5982
1:18086 17487 13389 11022 23540 19360 23990 2531
0:21485 7820 3301 523 18532 19590 903 19633
0:15407 715 19754 4419 5440 12614 12100 17856
0:16793 7584 13599 4839 15094 4545 5582 18532
0:17616 2571 6226 8628 25873 24128 12099 9511
0:9222 23398 5440 3882 14108 10296 382 3907
0:24398 23058 24553 13599 11867 17699 22516 267
0:16694 9222 18500 21170 3566 2674 5196 9778
0:13599 5788 22889 8331 7732 22516 16719 3704
0:18583 2475 8628 13399 8576 22233 3281 3131
0:22889 5338 22516 4710 17699 2581 23242 19110
0:22889 17487 16694 6181 455 9778 22193 21486
1:16793 20823 25873 13599 10011 4839 11175 15094
0:523 25225 24431 21637 24142 7444 22516 7820
0:17487 9511 22516 24116 23405 9571 23608 13467
0:8628 21765 10942 10675 17748 17216 13130 3335
0:20307 19754 138 23832 22119 24142 9778 2671
0:22735 5550 20654 24534 19590 9664 10061 3690
1:19590 14108 8257 20307 10011 12100 715 400
0:9222 19865 8628 265 12025 16557 9571 2316
0:21170 25418 13926 5513 11825 13599 19555 9511
1:16951 24142 16846 13129 10324 15137 18500 400
0:22027 15069 138 21170 21076 1823 4200 2671
0:22889 5338 22516 4710 17699 2581 23242 19110
0:138 23086 15407 25873 20307 24142 20202 5513
0:17887 22889 13599 10950 18876 3131 23058 2571
