0:22889 3131 25664 25873 10942 11314 16260 15069
0:3905 3604 17860 9355 13858 18374 11211 14280
0:2513 5129 8820 2581 19383 25709 12614 15186
0:13926 12099 7374 17229 5788 11503 15615 19772
0:11402 17549 6990 20450 10885 6738 24199 7874
0:2248 19590 7542 19774 19659 5079 17848 18106
0:23717 20421 3198 13898 22932 5197 16224 12452
0:17487 9222 16694 13599 25418 715 19483 18532
0:10989 25217 18328 19754 138 7447 3898 17906
0:19754 10117 6774 21170 25643 22354 22889 1046
0:21998 20817 8628 25455 1893 1823 3892 18867
0:9222 6705 24427 13234 22390 25418 6641 20424
0:16694 9222 7744 22516 11718 8038 13599 19092
0:2638 17487 17710 1878 1921 9445 34 24989
0:22889 3131 10942 25873 11314 25664 16260 15069
0:4397 24456 954 17924 12231 24534 13074 9792
0:12925 193 13317 8331 10627 3610 20364 97
0:9222 715 21076 13599 25418 772 6705 17487
0:1823 25555 13599 3892 23356 24456 16254 23456
0:22119 25664 3000 25873 3131 22889 6641 8865
0:25873 22889 13278 15407 22516 3131 22119 15069
0:18969 8407 21851 6129 16319 9937 24792 6573
3:21765 23242 249 18152 10671 14500 8343 13881
0:2478 19590 16625 2248 2533 8257 1691 21637
0:22003 19449 5788 2990 3386 8084 9571 14744
0:13926 16125 7374 5788 7732 17229 10507 18117
0:2700 24939 20660 11026 1888 10202 7701 15207
0:9601 15649 21508 27 6167 20235 7344 684
0:715 7120 8020 3892 2172 400 3386 16325
0:14669 24398 12054 21076 19590 13992 17895 14428
0:17487 715 9222 16694 13599 25418 400 9431
0:12925 5095 8331 193 13317 10627 18976 24191
0:12541 3690 21647 9864 8803 8290 9865 2674
0:16862 12342 20138 17674 13036 13523 9778 4101
0:400 21938 715 7584 19633 1339 5240 20043
0:17710 18981 5484 5095 64 19533 24989 23393
2:19078 1203 25873 19076 9376 13156 10622 10303
0:18532 6914 25418 15094 17487 15186 24401 9222
0:4200 21617 8420 19332 5589 3782 3025 14299
1:16496 9548 12998 5214 3055 14094 12025 21204
0:22233 4754 23055 25096 8576 17437 12250 1414
0:10324 15615 20337 2378 15894 22601 51 3303
0:17487 16694 13599 9222 715 25418 9431 8038
0:19105 5183 20450 14842 8420 18106 9007 21617
0:22048 24621 11530 25707 19588 23178 10791 22910
4:19590 13257 24398 9511 2248 15791 19659 16951
0:25873 10990 6181 15069 22889 11008 22516 18594
0:10011 13277 20538 23507 25015 3988 1304 19254
0:3511 3413 19333 8793 2872 10645 1749 22479
0:24142 9571 3386 22003 14744 14746 2679 941
0:6205 22516 23832 10990 15069 6181 22889 25873
0:18328 19754 10989 25217 138 20043 2642 3898
0:12552 22960 13599 12279 19224 5440 7584 23945
0:5788 14646 16125 786 265 23265 5893 7374
0:17388 19865 24938 18328 9495 6270 14681 5582
0:17388 24116 14223 19865 17913 865 24035 25576
0:8820 12614 15054 10204 19360 4132 5977 21673
0:21998 11577 16254 8407 13599 8101 18054 3625
0:25418 9222 17487 715 13599 18532 9431 6106
0:13599 9222 11022 12552 16482 715 8578 16495
0:14561 19865 23242 17487 3704 21765 20357 10254
0:3301 21707 13855 19854 6071 14914 18630 17267
0:19590 14428 1506 24398 17108 6226 1691 14669
0:3476 15094 25513 18526 9867 12155 1836 2326
2:22516 25873 15069 10990 7784 3959 22119 15407
0:2772 1888 17818 5165 5805 849 24605 15343
0:11257 8290 6945 15137 8982 15414 21647 3690
0:11312 10167 11508 21920 22643 21555 17848 16254
0:24456 3301 13855 19854 2320 14914 17267 25450
0:22516 10990 400 15069 10989 6181 25873 19345
0:5165 14223 19959 3237 14693 6477 3386 1888
0:17860 3604 3905 5248 14951 2415 25151 17003
0:12025 6226 16311 5548 1423 13926 24431 7374
0:13257 24398 24989 17710 23261 9511 1878 16951
1:7365 631 629 18767 1905 14180 19898 18571
0:24142 2671 16914 16793 4970 15894 22027 3303
1:2674 21827 10069 9911 11655 15542 13904 9381
0:20538 4888 23507 16694 13277 18977 16215 523
0:12342 13036 13523 17674 16175 15894 25633 13861
0:12922 20859 25347 15143 4132 677 4360 25225
0:22003 24142 3386 9571 14744 941 14746 5788
0:19345 16826 10990 14688 5808 6181 25873 9648
0:2344 500 24431 4782 24668 4712 1367 2172
0:19590 24398 2248 20653 9511 21076 19659 10345
1:19590 24398 21076 9511 19659 2248 17108 1506
0:3205 8367 11727 97 6437 20611 8568 24060
0:21765 249 23242 10671 14500 18152 4558 13881
0:17487 16694 19111 5550 715 22939 23832 15103
1:12099 13926 265 15914 21929 9495 8832 11503
0:20076 25477 17875 2233 17487 15615 7784 23169
0:18630 23055 13044 7120 4754 8628 6388 6071
0:5788 9571 4660 2990 5891 6916 9495 16793
0:24013 13339 10669 5288 4019 22699 25517 18440
0:11530 16114 7770 3205 3883 8367 23178 19588
0:17924 16793 23990 1506 4397 22925 1413 10061
0:8577 6282 1921 7120 16846 21012 7776 9526
0:16125 12619 10401 5788 1274 5510 15950 7732
0:19774 9741 7447 19590 19659 18583 25199 2248
0:12634 7621 356 23383 22027 10689 846 18310
0:23485 18572 13784 25199 18571 9599 1905 13044
0:25225 954 12250 21189 9050 4869 8383 24754
0:400 715 21938 15407 5538 9222 7584 9350
0:21765 249 8343 14500 4558 23242 18152 10671
1:15615 10117 6774 21170 10324 25643 6870 9567
0:2581 12219 8820 21673 8331 7421 15186 5977
1:12541 8803 9864 2674 21827 9911 9865 19254
0:23832 400 17487 22516 16694 10563 715 11449
0:16941 5982 15053 21564 18846 8924 12054 15894
0:15865 15949 7459 17036 11083 11200 18019 22609
0:16125 15950 10507 1274 18117 21147 7732 8536
0:15258 15137 5977 15186 12219 8820 15716 2581
0:1888 3704 15073 5165 21196 24605 3386 13717
0:9548 16496 5214 12025 12998 3055 14094 24723
0:16914 2671 15894 24142 3303 23540 7874 5750
0:22027 4754 23055 10669 14814 7120 23383 10689
0:11574 3604 20330 2835 10552 2853 20884 6389
0:16694 17487 13599 9222 8038 715 1823 9431
2:12679 17487 16694 7444 19432 1000 13599 21710
0:21765 23242 249 14561 17487 18152 10671 14500
0:15186 12219 8331 21673 2581 193 10627 7421
1:25873 22889 21755 4936 22516 13467 21578 3131
0:7584 9981 3205 15053 1817 5424 2674 13578
0:5240 21938 22802 23313 21681 24561 400 12508
0:786 20494 20465 10942 22889 138 2642 4873
0:23507 20538 18977 12098 523 9416 1022 13277
0:19865 23466 16806 14561 9495 2571 25854 19785
1:22889 25664 3131 17239 10942 25873 523 11314
1:21490 1823 3892 64 22233 12050 16351 23254
1:13523 9903 13036 12342 21578 8625 16175 17674
0:16125 10507 15453 19190 18117 5603 4805 7732
0:18583 14269 13339 18403 19774 14088 21024 4545
0:19078 1203 15426 24879 18571 11727 25873 13599
2:9222 715 2172 500 17487 400 2379 22119
0:12922 25347 4132 15143 20859 24035 9961 5538
0:5788 12619 16125 7285 5510 382 15950 10507
1:6175 18420 7330 20043 18328 5516 11608 6602
0:12025 24264 10909 10107 19049 6226 12033 10324
1:5240 849 12508 18775 3989 8568 23313 6356
0:3604 11574 20330 16413 17860 2835 13858 18374
1:17487 16694 13599 9222 715 25418 9431 8038
0:22889 153 25802 19111 3131 8865 16768 12250
0:19105 2248 24561 4372 1423 20611 11552 15137
0:24534 11030 25418 7513 1307 410 3885 20998
1:14223 19959 5165 14693 24432 10950 865 17146
0:22889 5240 25873 15069 3131 22516 6205 3989
0:25418 6282 13599 9222 17487 7120 715 23055
0:11953 13044 25424 18630 9014 25933 16522 10627
0:15137 7770 8137 25487 9718 24841 21079 24141
2:1823 14803 16482 21840 7568 4921 4372 14615
2:22516 15069 22889 25873 10990 15407 6181 3131
3:6774 21170 10117 22889 25643 25873 22354 6870
0:10669 11358 22027 4489 6844 7291 17819 2002
1:1823 12250 16694 17487 25225 13599 3892 22233
0:25096 5129 5295 1607 3055 11530 2219 20494
0:8407 4628 9052 23862 24792 19915 9972 10238
1:16694 17487 13599 9222 8038 715 9431 1823
0:21196 21426 17487 1888 18532 5165 15094 25418
0:23055 1888 4545 23600 4754 20727 7120 22233
0:2671 16793 7716 16914 15564 2002 6916 4080
0:13808 7444 2571 19173 12872 19962 24741 6107
1:9222 13467 5538 22516 24427 11433 6705 4936
2:15615 16349 10324 6226 17065 20337 17875 6870
4:22889 3131 25873 15069 9535 25664 8865 4134
0:24191 20082 19923 291 13660 17875 3368 24090
1:8328 9760 12901 8263 1555 4888 11314 16242
0:17487 16694 9222 13599 25418 715 9431 18334
0:7542 2644 21170 1905 19306 19754 856 19774
1:1919 17857 11022 19618 21681 9895 11377 9014
0:3704 199 5267 12342 18876 14561 11073 13578
0:19111 7085 23676 860 20427 9574 19865 4423
0:22903 5788 8495 3084 18500 5089 16125 4367
0:21578 4936 3016 6641 13465 25873 13467 24427
0:21170 6774 10117 7542 25643 9567 22354 6198
0:9014 25714 11022 20324 8648 10431 12874 7120
1:18669 22889 22516 3131 15407 15069 7720 6181
0:14561 10990 10324 17487 19865 20357 4765 15284
0:9778 24561 16175 22204 14108 18141 16625 19962
0:7444 20468 12679 17672 3016 1607 13808 18106
0:12267 20866 18883 8367 11817 6640 14830 16485
0:14108 1691 15615 17915 3907 2478 21728 7606
0:4769 3015 3301 19854 13855 14914 17267 3367
0:12541 9864 8803 2642 23101 138 9865 20494
0:17487 16694 4372 12341 6191 22811 5472 16459
0:17872 23590 21765 249 12215 4558 851 5788
0:11530 3883 5215 23178 19588 7066 18374 23641
2:21711 16393 24142 3704 4453 2219 8143 22614
0:13599 9222 25418 1823 16694 17487 10401 9431
0:8331 12219 16846 21673 15186 5038 10515 7421
0:19865 5982 20071 18558 10868 24191 15137 21564
0:3301 19854 13855 14914 17267 2320 16694 4550
0:19470 19229 10117 12025 22354 19808 25709 6870
0:3301 19854 14914 13855 17267 20468 4550 4419
0:23507 9416 20660 12098 25958 1022 20538 18977
0:7291 21170 10117 18864 22354 13465 6774 25643
0:1823 54 20985 3892 23398 14803 18336 23356
0:19745 12189 24456 14293 6129 8982 15228 22181
0:11490 21728 23927 12741 17915 13765 3907 5611
0:15615 849 10117 2132 10324 6774 22889 25899
0:17487 9222 16694 15615 18334 19396 13599 715
0:3301 5788 19092 19854 13855 14914 17267 21851
0:24191 11281 20760 18558 5259 24954 12893 22699
2:22889 10324 15615 3131 11314 16260 20337 25873
2:7444 12679 18106 15363 13808 17672 20468 10371
0:715 7120 8020 2172 400 16325 9222 500
3:8331 12219 21673 10515 16846 15186 7421 12096
1:12267 8367 20866 11817 18883 3205 14830 17461
0:546 19092 12342 23832 16743 10909 9906 23990
0:17487 16694 13599 9222 9445 8038 715 6192
0:9222 23055 13704 4754 18630 23033 4545 25012
1:20307 2920 20733 22388 12679 1000 8182 15911
0:5788 8495 3084 22903 18500 19111 5892 19754
0:19808 25096 4910 7855 21130 15284 11867 24534
0:24431 831 2808 8918 19772 13926 9344 6421
0:9014 11022 9222 20235 10876 24784 25714 18246
0:21170 18864 7291 13465 22354 10117 6774 25643
0:8628 12550 17036 23055 11083 22233 20593 3892
1:21765 249 23313 14500 4558 23242 18527 9177
0:20859 18876 3704 22233 12922 954 11882 1888
0:9547 23990 19092 14764 3386 25821 14223 6172
0:3614 19630 13519 3367 851 21765 1533 23590
0:3301 19854 13855 14914 17267 2320 4550 4419
0:22233 25096 24561 8199 18925 1012 13074 12550
1:19105 11552 24363 14168 10921 3224 20269 20313
1:6641 3016 21578 22119 4936 13465 6705 9222
0:15137 1823 25555 18630 14803 19345 1059 3301
0:3386 24142 2679 22027 941 22003 9571 14746
0:22889 9222 3131 16260 716 25873 10942 22516
0:14669 10800 13523 5165 10324 849 24456 1592
0:19865 19111 7085 24139 23676 13810 10284 20427
0:15137 18532 6914 24401 6771 11839 4377 25923
0:5788 23612 20738 5891 9548 24906 3683 13578
0:10324 15615 23507 20538 20337 18977 1022 9416
0:5788 2660 15250 17229 13926 2990 5891 16125
0:1059 5242 1823 14527 17284 17130 22505 23507
0:7513 24534 20998 4531 1307 15538 8633 11030
0:4453 21711 17910 22614 2002 18909 12025 16793
0:10011 1304 13277 20538 3988 22516 20494 523
0:15407 22119 13751 22889 15069 22516 25873 3131
0:5582 19865 17388 14681 8971 10669 17616 21086
0:5805 6054 10327 17857 15343 11572 1094 8230
0:24792 15865 10791 24534 7513 3413 11728 13578
0:9601 25424 3511 18454 1040 13578 12841 4132
0:16125 10507 1274 15950 18117 7732 21147 8536
1:17388 24035 19865 14223 24116 17913 865 14681
0:21196 1888 21426 6245 5165 5986 15460 23075
0:12983 9495 16897 24142 24456 3386 14686 15857
0:1888 19865 3301 10107 25225 19854 9495 14108
0:21673 24191 8331 5259 4754 12219 16846 7421
0:19865 8576 10254 22027 22233 14608 4754 16719
0:3301 19854 14914 13855 17267 4550 4419 7732
0:9548 12998 16496 3055 5214 12025 14094 2728
0:8331 5259 16846 193 24191 12219 21673 10515
0:10669 22027 267 16719 18420 19865 5788 14258
0:5165 19959 3237 1888 14223 24605 3386 24432
0:16319 1888 2772 16990 19105 15568 13272 13273
3:25873 22889 21578 4560 3131 4936 13278 6641
0:24534 12231 4397 16242 118 22282 19808 15284
0:2762 3604 6083 2571 6659 12679 17860 17364
0:17487 16694 13599 9222 20468 8038 715 9445
0:2772 1888 17818 5165 5805 849 24605 24740
2:16694 17487 13599 8038 9445 6192 1601 5640
0:19110 22960 9510 12552 8407 10779 8101 5095
1:10117 14933 22354 25643 16351 6774 21170 6198
0:10011 2762 20043 2571 17364 1691 16319 19590
0:3301 19854 13855 14914 17267 16319 2320 19092
0:19745 12189 6129 24456 14293 8982 5582 22181
0:8820 5977 2581 12219 1749 3511 20714 21673
2:9355 13858 6328 9943 18374 3604 19679 3665
0:19754 8552 4545 19774 18583 6654 15716 16326
0:14933 16351 13130 7180 6201 24803 2692 20727
0:13599 9222 17487 25418 21797 4779 4058 16694
0:24534 20284 3205 7513 16242 22282 5240 24401
0:19105 23393 9014 17710 5240 3704 16242 16945
0:16351 561 14933 13130 20727 24321 8407 22522
0:3704 3205 20733 15865 20479 8367 9014 4558
2:5538 9222 400 9350 715 15069 25418 18334
0:23337 356 846 14078 16694 19940 17968 18532
0:20660 15137 7770 10011 20611 1292 3498 19659
1:2219 15783 287 16995 11104 21711 3055 21082
3:2674 9381 21827 10069 13904 11655 15542 9853
0:20468 4526 9050 25300 25225 1607 14712 9972
0:7874 15894 19487 3303 23540 4970 2671 22601
0:15137 20611 24191 7770 15363 9827 18106 6645
0:138 20465 786 22889 5513 20494 16260 20043
0:10204 12614 15054 4132 8820 19360 2513 5440
1:8351 145 22233 17710 4754 24199 25225 7031
1:20450 18876 8420 10823 1235 2478 903 23897
4:8820 21673 5977 2581 7421 12219 4358 15186
1:23055 4754 7120 18630 22233 8628 17437 20727
0:12983 7180 9495 10365 16897 24142 14686 2762
0:18141 849 6775 21739 21351 10523 5273 10513
1:21827 2674 9911 716 10069 15542 12541 11655
0:8982 11776 10345 1961 19590 20653 2248 1158
1:19774 7542 5611 19590 2248 19659 21170 856
0:14561 19865 23242 17487 21765 3704 20357 10254
0:22027 10254 10669 19865 813 16719 14561 9757
0:2571 1506 15854 1691 2762 16351 9495 4196
0:12922 15615 20859 25347 15143 4132 677 4360
1:19360 8820 15054 12614 10204 3379 21673 4358
1:24142 2671 16793 22027 16914 25965 941 2002
0:18737 13599 1000 97 1823 12679 10949 23075
0:12098 20538 7243 23507 18977 9571 523 2674
0:24191 5259 18558 4754 2336 17188 13501 17216
0:17036 11083 20593 15949 12453 17699 8628 13559
0:19590 16793 14700 9511 1506 2248 17108 19659
0:22028 15296 1961 3679 1607 14461 21076 15515
2:1919 11022 19618 9895 21681 9014 17857 3499
0:11530 5215 3883 23178 19588 20490 7066 23641
0:24142 1082 18520 13339 16557 3386 941 19808
0:11764 8257 19531 7031 17846 16351 23055 22889
1:20076 20611 17487 13599 16694 9842 6645 17875
0:18532 20941 15791 16846 8331 6914 15094 19133
2:17487 16694 13599 9222 715 25418 9431 8038
0:7120 715 23055 18630 8020 6282 4754 7017
0:21184 19118 21906 15426 10791 13599 14066 25225
0:25854 17696 13926 23832 23466 5788 20538 17229
0:10909 17501 19092 10748 12342 24820 21982 3996
0:22516 13467 9222 24427 25873 6205 21755 6181
1:8331 12219 21673 16846 193 15186 7421 10627
2:8367 3205 14830 17461 12267 3584 23207 11727
1:24142 9495 16793 1888 3386 24725 13881 2671
0:24142 16793 3386 9495 2671 24456 22027 941
0:24427 24060 2809 22390 16751 18253 6705 14066
0:1212 19808 21130 7855 15284 4055 6270 14288
0:19808 2140 17424 2302 15284 4019 24013 21130
0:24792 3413 10238 5834 5933 15600 6585 9052
1:18737 12679 16557 1000 2322 7444 97 2336
1:24142 1607 876 20468 1961 9571 22028 9937
0:14504 12893 17036 18186 11083 13559 23158 12453
2:13992 19345 11008 12054 12548 10990 14688 6181
0:5788 3084 8495 22903 18500 5892 19111 19754
0:25001 15894 2815 7732 7041 17970 17229 24266
0:2671 16793 4080 16914 24142 23947 2002 6916
0:12679 2322 1000 7444 17895 19432 18737 7341
1:21998 322 13331 17710 23113 6282 10546 13130
1:23393 7188 21848 9410 10410 5467 15894 6038
0:23920 11022 17857 25225 5805 6071 1919 233
0:9355 13858 3604 6328 9943 18374 19679 3665
1:15137 7770 8137 9718 25487 22167 24841 25555
0:3205 11727 19248 8367 16712 3704 1899 1888
0:15137 10002 25103 3231 6705 4353 7770 7748
1:9599 1905 20660 3498 23485 13457 19306 13784
0:24741 19173 22870 11144 4080 4437 19962 3265
0:7866 13894 8420 20450 14842 3625 21617 9014
0:1423 23990 19636 9461 9741 21999 19092 24880
0:13130 16351 21998 14933 23113 17710 22191 15864
0:20576 2248 15693 25097 10254 672 22011 11314
0:24456 4397 24534 12231 16254 1450 22282 10259
2:22889 25873 15069 6181 22516 10990 10942 6205
0:6106 17487 16694 19633 16325 5183 10847 326
0:13339 24740 25601 14088 19794 12075 24013 24904
1:6928 22992 23507 849 7415 20538 8865 5223
0:23947 2671 2121 16793 11120 3066 25583 25423
0:3704 24841 25487 1888 3205 11399 14468 13830
1:24534 19590 7513 22282 22260 2777 1512 16242
0:20866 4489 18883 12267 10950 11817 19146 19012
0:19659 19633 3907 7606 19590 10337 14108 2248
0:16393 24142 3704 21711 22167 1888 12874 14468
0:18630 6071 6388 8628 21707 7120 20727 23055
0:23055 4754 4545 23600 20727 7120 4710 1888
0:7447 19111 1586 9741 18116 9911 4519 19659
0:18711 25096 6389 23646 7285 13599 10412 25650
2:8331 9526 1921 12219 7421 21673 16846 15791
1:11314 22889 10324 16260 3131 15615 20337 10942
0:4489 10950 20866 23055 17937 2002 19959 19146
0:5165 3265 23044 24605 24741 11144 21196 19959
3:22516 6205 6181 15069 10990 22889 25873 10942
0:2571 3117 1919 22992 20401 15407 24879 14461
0:2700 24939 1888 7701 10202 20660 13717 15207
0:9400 22889 10942 10011 17228 19111 20248 20465
0:14555 10011 2572 11026 400 2700 18259 17974
2:21998 322 10546 23113 5610 18033 11934 6282
0:4754 17437 23055 22233 8628 20287 7120 18630
5:15186 12219 5129 21673 15791 5038 8331 16846
0:17710 24199 19533 18099 6990 145 21376 18981
0:18319 15564 7513 24534 3901 19808 118 17910
0:9416 23507 4310 1022 17239 25958 17229 13926
0:24792 9052 10238 23862 19915 4628 8407 3413
0:6916 9571 16793 2671 16021 3386 21486 857
0:20866 12267 18883 11817 8367 4489 9479 19012
0:7192 13599 15137 22388 18737 16876 6945 6201
0:8971 16482 5582 24166 6537 12079 23593 21006
0:24401 561 16552 16945 27 11821 277 20710
0:25225 9050 5095 1823 12250 9972 22505 954
1:715 9222 24561 19633 16694 5518 5240 400
0:19808 15284 11867 21130 22992 7855 1212 6302
0:10117 6774 22354 25643 21170 6198 15615 6870
0:9222 5538 715 25418 2293 13599 18532 22722
0:3303 23540 4970 7874 13751 24142 15407 3117
0:21076 24398 22388 772 19244 9511 15296 24455
0:9778 16625 19962 19590 24561 2478 2533 14108
3:24401 18532 8331 9526 24396 15791 15184 193
0:10800 15137 13523 19244 12342 25485 24879 51
2:18141 849 21739 15415 21351 21073 5273 13461
0:6437 4200 25151 6181 18594 22915 8568 10990
0:860 6774 9574 10117 3016 21578 7085 21170
2:23990 13570 9376 19865 13926 24431 19078 24744
1:22889 10942 3131 11314 16260 20494 25873 17228
0:19754 18328 7180 9495 10989 6374 11814 2433
0:24060 14066 17650 18253 4019 6366 4542 7816
0:2571 1919 1083 21998 1275 21982 6282 19618
0:1083 17794 19105 3639 10107 16498 16021 10909
0:13950 1048 24764 24841 3704 11727 3205 1203
0:9222 22516 715 13467 24427 5538 25418 13599
0:15053 5982 21564 5788 25189 18846 16941 7584
1:5095 11175 64 12552 22960 5129 2658 8535
1:24534 19808 12231 7513 22282 22260 15284 17293
0:19590 23407 11743 13505 12076 8760 17848 1506
0:17036 11083 12453 23158 20593 15949 13559 8628
1:6282 7120 21998 4754 23055 8577 23865 23113
1:7584 3113 21938 400 3604 12279 15053 16371
0:8628 18186 17036 11083 13559 5030 15949 12453
0:14555 11026 10011 2700 2572 18185 17974 18259
0:2433 19754 21513 545 9222 10760 7180 25854
1:14011 21215 19912 4622 4420 2909 14214 21030
0:10990 6181 25873 15069 18594 22516 6205 19345
0:13599 1414 16694 1823 22394 9222 17487 2671
0:15542 2674 11655 21827 7041 10069 9911 25873
0:16408 8257 15615 17487 2762 19590 13130 1691
1:9510 8535 8407 22522 10779 19110 27 21086
0:7447 9741 1691 21170 1506 25577 13389 25199
0:20611 13599 4434 10857 6645 21998 18558 3413
0:16694 17487 13599 8038 9222 6192 9445 12250
0:849 18141 7415 21073 13461 10523 21739 24377
0:22614 3554 21711 11073 4453 16190 11012 8143
0:20660 4560 4134 13023 23507 21578 22889 25873
0:17036 11083 15949 20593 12453 17699 13559 20961
0:9911 9063 21827 2674 10069 15542 545 11655
0:23075 6282 1823 18737 13599 362 23356 97
0:20465 786 20494 22889 10942 2642 16260 138
2:19533 15791 17710 16846 12219 8331 5038 19483
3:22889 21755 25873 22516 716 10942 15069 13467
0:13389 16254 22040 12621 17108 120 17146 6270
0:7291 4560 16557 6226 21578 18005 5334 20660
1:21998 4754 8628 19809 23055 17710 6282 17437
0:17710 19533 19483 12219 15791 21673 7421 8331
0:19092 9423 24744 6172 23990 11718 13926 25428
0:120 13389 8982 16719 12792 19590 17108 1012
0:2700 11026 20660 14555 24939 12685 3742 17974
0:1607 20468 20605 772 21618 16175 19774 1961
0:4132 15143 25347 25424 12922 24889 3386 24035
0:19959 5165 14223 10950 24432 14693 16254 1012
0:4970 2942 15250 24456 24142 1012 7874 15894
0:18532 6914 24401 6771 16945 15343 22193 5805
0:21086 5095 6033 14681 8331 19865 25225 19176
0:9571 3117 20545 22676 16557 2352 15453 18909
1:22314 14669 16668 10107 7272 7291 6038 19792
0:22040 13881 13389 11530 16254 15137 11764 25555
0:20859 5582 25225 18876 954 12922 3704 22233
0:19940 16694 13904 23337 25707 17487 20307 9981
0:25555 24456 1823 15137 16254 7291 10335 3386
0:6116 16333 1423 21685 5240 4200 5331 264
0:9050 25225 9972 6892 23215 5095 8407 21030
0:3704 22522 22233 24321 8535 25096 16351 11572
0:17487 24527 19396 24116 21610 16694 12076 15265
0:5240 8568 6437 6205 12508 3989 6356 849
0:16945 16771 18532 2734 21631 6245 20941 15094
1:18630 7120 23055 17851 20727 8628 6388 6071
0:1921 16807 22566 11882 11934 97 13599 11415
0:23901 13881 10791 23242 21765 19786 941 2219
0:9222 6705 24427 13234 22390 14960 6641 20424
1:2671 16914 16793 24142 15894 11257 4080 22027
0:15137 10002 7770 22040 25103 15258 3231 7748
1:6914 18532 12727 9431 22774 25418 17036 18186
0:23681 8449 4357 17340 561 4970 1186 3357
0:10167 21076 25940 11312 19244 17108 19590 11905
1:3865 24377 3898 5982 21916 13465 17364 9222
0:1888 10202 7701 13717 24939 18507 14751 15207
0:1823 54 20985 3892 23398 23356 13599 14803
0:3704 24841 11399 25487 1888 7770 3205 14468
2:6226 16986 16557 24431 6888 18909 19190 12025
0:12219 16846 8331 5038 15186 16994 10447 21673
0:17487 18532 25418 6914 16694 23947 6516 2671
1:7365 629 631 18767 1905 2623 9913 14180
0:1005 3205 19248 21076 13339 9222 24792 11727
0:3205 11727 19248 1899 8367 25487 16712 24841
0:1586 7447 80 11448 22516 9741 25199 5673
1:16694 17487 13599 4888 8038 9222 1823 19940
0:21765 249 4558 14500 23242 18152 10671 18064
0:20307 18328 9803 19754 24377 2527 23497 10989
2:19808 15284 21130 11867 7855 1212 25096 21720
0:8257 22889 24398 2248 2478 2571 1691 16351
0:19590 2248 1691 13505 1506 17848 17108 12076
0:8084 2886 8656 11895 21765 3614 23590 14011
3:18532 17487 6914 25418 15094 9222 15186 715
0:12893 14504 11281 20760 22699 17036 10824 11083
0:22889 24398 2248 8257 19590 16260 10942 9511
0:9778 24561 16175 10817 4444 16694 11189 22204
0:16694 17487 3301 19854 13855 14914 17267 13599
0:4132 8407 15143 25424 12922 25347 9972 6261
0:16333 5331 6116 16852 21685 20093 4200 3959
